Date,Ticker,Action,Price,Shares,Value
2017-05-24,12002,SELL,143.035,598,85534.93
2017-05-24,12295,SELL,92.7975,2361,219094.8975
2017-05-24,13023,SELL,436.3975,522,227799.495
2017-05-24,19611,BUY,185.875,178,33085.75
2017-05-24,28011,SELL,238.98749999999995,597,142675.53749999998
2017-05-24,28075,SELL,398.32500000000005,146,58155.450000000004
2017-05-24,40457,BUY,821.45,2656,2181771.2
2017-05-25,2732,SELL,268.7375,349,93789.3875
2017-05-25,3173,SELL,6.2700000000000005,20106,126064.62000000001
2017-05-26,72,BUY,28.1878415,807,22747.5880905
2017-05-26,84,BUY,914.19349,97,88676.76853
2017-05-26,161,BUY,642.592545,128,82251.84576
2017-05-26,265,BUY,420.2858555,120,50434.30266
2017-05-26,435,BUY,42.558752600000005,1143,48644.6542218
2017-05-26,444,BUY,79.21172,687,54418.45164
2017-05-26,1054,BUY,81.49031029999999,820,66822.054446
2017-05-26,1223,BUY,526.9584739999999,69,36360.134706
2017-05-26,1250,BUY,1217.7924604999998,26,31662.603972999997
2017-05-26,2337,BUY,365.4392595,162,59201.160038999995
2017-05-26,2469,BUY,33.4268445,860,28747.08627
2017-05-26,2780,BUY,61.4768175,937,57603.7779975
2017-05-26,3169,BUY,86.26808050000001,575,49604.14628750001
2017-05-26,3608,BUY,193.56988070000003,206,39875.3954242
2017-05-26,3709,BUY,112.52576300000001,253,28469.018039000002
2017-05-26,4464,BUY,557.0764745,80,44566.11796
2017-05-26,4580,BUY,527.6854170000001,62,32716.495854000008
2017-05-26,6025,BUY,79.36212200000001,453,35951.04126600001
2017-05-26,6064,BUY,69.97954390000001,570,39888.340023000004
2017-05-26,8029,BUY,541.923473,125,67740.434125
2017-05-26,12002,BUY,142.4281873,347,49422.5809931
2017-05-26,12061,BUY,84.45072300000001,1035,87406.49830500002
2017-05-26,13023,BUY,425.9459840999999,172,73262.70926519998
2017-05-26,16437,BUY,102.74712629999999,332,34112.0459316
2017-05-26,17136,BUY,1100.8549054999999,73,80362.4081015
2017-05-26,18075,SELL,151.87402156692508,774,117550.4926928
2017-05-26,21331,BUY,112.11717089999999,407,45631.688556299996
2017-05-26,23296,BUY,233.56177250000002,315,73571.95833750001
2017-05-26,24610,BUY,72.19296,645,46564.4592
2017-05-26,27039,SELL,26.8125,4684,125589.75
2017-05-26,27273,BUY,254.35484900000003,153,38916.291897
2017-05-26,28011,BUY,254.66818650000002,256,65195.055744000005
2017-05-26,28229,BUY,93.52748369999999,604,56490.60015479999
2017-05-26,38925,BUY,2433.9680995000003,28,68151.106786
2017-05-26,42328,BUY,401.0093324999999,109,43710.01724249999
2017-05-26,43686,BUY,291.54174350000005,215,62681.47485250001
2017-05-30,55,SELL,733.5525,241,176786.1525
2017-05-31,161,SELL,681.0625,189,128720.8125
2017-05-31,190,BUY,159.33,13204,2103793.3200000003
2017-05-31,516,SELL,376.545,490,184507.05000000002
2017-05-31,3546,SELL,157.39249999999998,415,65317.88749999999
2017-05-31,4439,BUY,276.6325,331,91565.3575
2017-05-31,5991,BUY,398.2125,194,77253.22499999999
2017-05-31,12002,BUY,142.335,249,35441.415
2017-05-31,12295,SELL,102.6175,406,41662.705
2017-05-31,19611,SELL,179.9625,9966,1793506.2750000001
2017-05-31,28011,SELL,253.72750000000002,315,79924.1625
2017-05-31,28075,SELL,417.6425,9,3758.7825
2017-05-31,38925,BUY,2416.75,838,2025236.5
2017-06-02,55,BUY,792.5383256,122,96689.6757232
2017-06-02,470,BUY,1213.6814725000002,88,106803.96958
2017-06-02,538,BUY,3545.5942949,27,95731.0459623
2017-06-02,2777,BUY,760.9889994,106,80664.8339364
2017-06-02,3546,BUY,170.6686695,539,91990.4128605
2017-06-02,4684,BUY,957.7850030000002,74,70876.09022200001
2017-06-02,18075,SELL,142.5275,467,66560.3425
2017-06-02,27753,BUY,77.6700995,1095,85048.75895250001
2017-06-07,55,SELL,788.6575,128,100948.16
2017-06-07,161,SELL,754.475,264,199181.4
2017-06-07,190,SELL,161.6975,130,21020.675
2017-06-07,516,SELL,427.62,6470,2766701.4
2017-06-07,2777,BUY,743.3175000000001,2608,1938572.0400000003
2017-06-07,3169,SELL,74.9375,575,43089.0625
2017-06-07,3546,SELL,178.14,4088,728236.32
2017-06-07,4439,SELL,288.4625,389,112211.91249999999
2017-06-07,5991,SELL,389.72499999999997,4838,1885489.5499999998
2017-06-07,8029,BUY,536.35,4394,2356721.9
2017-06-07,12002,SELL,142.26999999999998,533,75829.90999999999
2017-06-07,12295,SELL,103.74249999999998,190,19711.074999999997
2017-06-07,13023,BUY,427.3,390,166647.0
2017-06-07,28011,SELL,280.28499999999997,711,199282.63499999998
2017-06-07,28075,SELL,424.76,72,30582.72
2017-06-07,38925,BUY,2384.1875,6,14305.125
2017-06-07,40457,SELL,894.8,117,104691.59999999999
2017-06-08,17136,SELL,1034.4250000000002,73,75513.02500000001
2017-06-09,265,SELL,425.5125,120,51061.5
2017-06-09,516,BUY,469.01359679999996,265,124288.603152
2017-06-09,3173,BUY,8.036480200000002,11194,89960.35935880001
2017-06-09,34162,BUY,288.48858290000004,264,76160.9858856
2017-06-09,66273,SELL,112.31310641784994,493,55370.361464000016
2017-06-13,84,SELL,881.8,97,85534.59999999999
2017-06-14,55,SELL,773.7825,89,68866.6425
2017-06-14,84,BUY,916.275,2100,1924177.5
2017-06-14,161,SELL,729.9625,84,61316.85
2017-06-14,190,SELL,168.275,1490,250729.75
2017-06-14,538,SELL,3423.6175000000007,27,92437.67250000002
2017-06-14,2777,SELL,747.5275,99,74005.2225
2017-06-14,3546,SELL,188.08750000000003,1634,307334.97500000003
2017-06-14,4439,SELL,289.96000000000004,544,157738.24000000002
2017-06-14,8029,SELL,549.075,345,189430.87500000003
2017-06-14,12002,SELL,139.965,824,115331.16
2017-06-14,12061,BUY,80.075,22022,1763411.6500000001
2017-06-14,12295,SELL,99.17750000000001,806,79937.065
2017-06-14,13023,SELL,424.48,241,102299.68000000001
2017-06-14,28011,SELL,306.0925,6136,1878183.5799999998
2017-06-14,28075,SELL,415.28249999999997,169,70182.7425
2017-06-14,35607,SELL,77.5625,2953,229042.0625
2017-06-14,38925,SELL,2459.9624999999996,81,199256.96249999997
2017-06-14,40457,SELL,889.8375000000001,191,169958.96250000002
2017-06-14,42328,SELL,386.4,109,42117.6
2017-06-16,84,BUY,930.286504,134,124658.39153600001
2017-06-16,281,BUY,675.4679155000001,136,91863.63650800001
2017-06-16,1814,BUY,460.355455,258,118771.70739
2017-06-16,2334,BUY,103.727246,782,81114.706372
2017-06-16,4684,SELL,984.1000000000001,74,72823.40000000001
2017-06-16,12061,BUY,79.236787,959,75988.078733
2017-06-16,27273,SELL,255.1125,153,39032.2125
2017-06-16,27800,BUY,200.64880150000002,427,85677.03824050001
2017-06-16,35607,BUY,77.4695635,1382,107062.93675700002
2017-06-19,2337,SELL,365.53749999999997,162,59217.075
2017-06-19,12002,SELL,135.86,347,47143.420000000006
2017-06-19,12295,SELL,99.51249999999999,2356,234451.44999999998
2017-06-19,13023,SELL,423.1725,172,72785.67
2017-06-19,21331,SELL,106.76,407,43451.32
2017-06-19,43686,SELL,314.5375,215,67625.5625
2017-06-20,1054,SELL,86.335,820,70794.7
2017-06-20,3173,SELL,7.07,11194,79141.58
2017-06-21,55,SELL,824.6025,42,34633.305
2017-06-21,84,BUY,913.0250000000001,316,288515.9
2017-06-21,161,BUY,722.75,156,112749.0
2017-06-21,190,BUY,167.97000000000003,513,86168.61000000002
2017-06-21,516,SELL,416.0625,265,110256.5625
2017-06-21,2777,BUY,728.5625,268,195254.75
2017-06-21,3546,SELL,187.58000000000004,319,59838.02000000001
2017-06-21,3608,SELL,192.05,206,39562.3
2017-06-21,3852,SELL,436.875,310,135431.25
2017-06-21,4439,BUY,286.775,582,166903.05
2017-06-21,8029,BUY,546.5875,274,149764.975
2017-06-21,12002,BUY,136.72750000000002,1080,147665.7
2017-06-21,12061,BUY,77.6,2392,185619.19999999998
2017-06-21,12295,BUY,100.065,1112,111272.28
2017-06-21,13023,BUY,422.0075,749,316083.6175
2017-06-21,28075,BUY,427.76249999999993,173,74002.91249999999
2017-06-21,38925,BUY,2543.2375,18,45778.275
2017-06-21,40457,BUY,900.9124999999999,63,56757.487499999996
2017-06-22,412,SELL,1540.3175,102,157112.385
2017-06-23,72,SELL,24.5,807,19771.5
2017-06-23,102,BUY,155.57833549999998,480,74677.60104
2017-06-23,412,BUY,1524.0410129000002,51,77726.0916579
2017-06-23,539,BUY,452.50948400000004,217,98194.55802800001
2017-06-23,955,BUY,103.4891095,1071,110836.8362745
2017-06-23,1344,BUY,2333.0232905,24,55992.55897199999
2017-06-23,2004,BUY,61.306361900000006,1700,104220.81523000001
2017-06-23,3173,BUY,7.918665300000001,14046,111225.57280380001
2017-06-23,3722,BUY,140.0568491,485,67927.57181349999
2017-06-23,3852,BUY,465.7849672,203,94554.3483416
2017-06-23,4679,BUY,230.0022585,418,96140.944053
2017-06-23,5498,BUY,985.5943328000002,76,74905.16929280001
2017-06-23,12061,SELL,73.2875,959,70282.7125
2017-06-23,12295,BUY,100.37578810000001,1135,113926.5194935
2017-06-23,15293,BUY,17.897838,3951,70714.357938
2017-06-23,16437,SELL,102.58,332,34056.56
2017-06-23,27242,BUY,36.34715,1472,53503.0048
2017-06-23,27753,SELL,76.67999999999999,1095,83964.59999999999
2017-06-23,41147,BUY,132.68715110000002,535,70987.62583850001
2017-06-23,43686,BUY,307.246219,241,74046.338779
2017-06-27,161,SELL,662.925,128,84854.4
2017-06-27,2113,SELL,118.225,1799,212686.775
2017-06-27,2469,SELL,31.52,860,27107.2
2017-06-27,4580,SELL,557.8875,62,34589.025
2017-06-27,6025,SELL,73.92500000000003,453,33488.02500000001
2017-06-27,6838,SELL,223.31,773,172618.63
2017-06-27,8029,SELL,534.8875,125,66860.9375
2017-06-27,28229,SELL,99.11250000000001,604,59863.950000000004
2017-06-28,84,SELL,882.125,134,118204.75
2017-06-28,1814,SELL,426.04999999999995,258,109920.9
2017-06-28,2334,SELL,87.525,782,68444.55
2017-06-28,3546,SELL,179.4,539,96696.6
2017-06-28,3709,SELL,112.225,253,28392.925
2017-06-28,14602,SELL,193.6125,944,182770.2
2017-06-28,24610,SELL,71.67500000000001,645,46230.37500000001
2017-06-28,28011,SELL,282.17,256,72235.52
2017-06-28,38925,SELL,2400.45,28,67212.59999999999
2017-06-29,55,BUY,820.7274999999998,66,54168.01499999999
2017-06-29,84,BUY,890.4375,184,163840.5
2017-06-29,161,SELL,663.6375,2722,1806421.2750000001
2017-06-29,190,BUY,163.475,693,113288.175
2017-06-29,538,BUY,3559.1350000000007,715,2544781.5250000004
2017-06-29,2777,BUY,749.53,123,92192.19
2017-06-29,3546,BUY,182.05250000000004,466,84836.46500000001
2017-06-29,4439,BUY,270.6375,553,149662.5375
2017-06-29,8029,BUY,541.6375,158,85578.725
2017-06-29,12002,SELL,129.125,15745,2033073.125
2017-06-29,12061,BUY,73.64999999999999,2774,204305.09999999998
2017-06-29,12295,BUY,102.58,187,19182.46
2017-06-29,13023,SELL,435.835,121,52736.034999999996
2017-06-29,23296,SELL,279.65250000000003,315,88090.5375
2017-06-29,28075,BUY,412.3125,305,125755.3125
2017-06-29,38925,BUY,2428.55,45,109284.75000000001
2017-06-29,40457,BUY,882.2375000000001,156,137629.05000000002
2017-07-03,104,BUY,1837.210564,39,71651.211996
2017-07-03,251,BUY,76.3741356,820,62626.791192000004
2017-07-03,538,BUY,3601.62656,13,46821.145280000004
2017-07-03,1814,BUY,441.7682745000001,93,41084.44952850001
2017-07-03,2334,BUY,91.3817485,793,72465.7265605
2017-07-03,3546,BUY,191.2336363,277,52971.717255100004
2017-07-03,4580,BUY,572.0665404999999,90,51485.98864499999
2017-07-03,6838,BUY,248.40394320000001,263,65330.237061600004
2017-07-03,13023,BUY,435.82488879999994,123,53606.46132239999
2017-07-03,14602,BUY,196.62554799999998,302,59380.915495999994
2017-07-03,23296,BUY,292.7976002,291,85204.10165819999
2017-07-03,24610,BUY,71.816955,1423,102195.526965
2017-07-03,26780,SELL,168.3011002498732,1183,199100.2015956
2017-07-03,27753,BUY,81.25718719999999,906,73619.0116032
2017-07-03,28011,BUY,286.1723921000001,299,85565.54523790002
2017-07-03,28229,BUY,101.1904656,692,70023.8021952
2017-07-03,34663,BUY,19.5898605,3233,63334.0189965
2017-07-03,38925,BUY,2504.794908,25,62619.8727
2017-07-06,55,SELL,863.3325,274,236553.10499999998
2017-07-06,84,SELL,909.0125,203,184529.5375
2017-07-06,190,SELL,175.07,1582,276960.74
2017-07-06,538,SELL,3586.8649999999993,43,154235.19499999998
2017-07-06,2777,SELL,729.9074999999999,157,114595.47749999998
2017-07-06,3546,SELL,192.1625,1498,287859.425
2017-07-06,4439,SELL,276.765,625,172978.125
2017-07-06,8029,SELL,552.1625,71,39203.5375
2017-07-06,12061,SELL,76.3875,3155,241002.5625
2017-07-06,12295,SELL,111.79000000000002,2862,319942.98000000004
2017-07-06,13023,SELL,442.60249999999996,427,188991.2675
2017-07-06,28075,SELL,415.8175,311,129319.2425
2017-07-06,38925,SELL,2599.775,88,228780.2
2017-07-06,40457,SELL,866.1999999999999,72,62366.399999999994
2017-07-10,415,BUY,122.57763,717,87888.16071
2017-07-10,1054,BUY,121.0660899,777,94068.3518523
2017-07-10,4149,BUY,245.7493479,398,97808.2404642
2017-07-10,43686,SELL,304.0,241,73264.0
2017-07-13,55,BUY,850.2525,143,121586.10750000001
2017-07-13,190,SELL,192.295,718,138067.81
2017-07-13,538,BUY,3648.945,43,156904.635
2017-07-13,539,SELL,422.1875,217,91614.6875
2017-07-13,1344,SELL,2185.8500000000004,24,52460.40000000001
2017-07-13,2777,SELL,823.535,198,163059.93
2017-07-13,3546,BUY,196.64000000000001,369,72560.16
2017-07-13,4439,BUY,271.3725,583,158210.1675
2017-07-13,6838,BUY,237.115,8726,2069065.49
2017-07-13,8029,SELL,568.4749999999999,41,23307.474999999995
2017-07-13,12061,SELL,80.11250000000001,843,67534.83750000001
2017-07-13,12295,SELL,113.6,17102,1942787.2
2017-07-13,13023,SELL,470.17500000000007,143,67235.02500000001
2017-07-13,28009,BUY,168.64249999999998,12887,2173295.8975
2017-07-13,28075,BUY,431.29,216,93158.64
2017-07-13,28229,SELL,101.5375,692,70263.95
2017-07-13,38925,BUY,2691.0374999999995,26,69966.97499999999
2017-07-13,40457,BUY,903.075,52,46959.9
2017-07-17,72,BUY,32.699901499999996,3503,114547.7549545
2017-07-17,20287,BUY,139.974128,807,112959.121296
2017-07-17,27273,BUY,299.4127815,512,153299.344128
2017-07-18,470,SELL,1701.6625,88,149746.3
2017-07-18,2780,SELL,74.4625,937,69771.3625
2017-07-18,27753,SELL,77.265,906,70002.09
2017-07-18,34162,SELL,295.3425,264,77970.42
2017-07-18,35607,SELL,81.8125,1382,113064.875
2017-07-19,435,SELL,58.575,1143,66951.225
2017-07-19,13023,SELL,449.455,123,55282.965
2017-07-20,55,BUY,822.2875,344,282866.9
2017-07-20,84,BUY,893.125,790,705568.75
2017-07-20,190,BUY,181.335,2190,397123.65
2017-07-20,538,BUY,3621.11,147,532303.17
2017-07-20,2777,SELL,842.97,2651,2234713.47
2017-07-20,3546,BUY,195.1275,1832,357473.58
2017-07-20,4439,SELL,312.2349999999999,7983,2492572.0049999994
2017-07-20,6838,BUY,240.86499999999998,1257,302767.305
2017-07-20,8029,BUY,572.825,866,496066.45
2017-07-20,12061,BUY,80.375,3127,251332.625
2017-07-20,13023,BUY,453.54,794,360110.76
2017-07-20,15362,BUY,444.70250000000004,4865,2163477.6625
2017-07-20,28009,BUY,167.1125,1709,285595.2625
2017-07-20,28075,SELL,463.7250000000001,4978,2308423.0500000003
2017-07-20,38925,BUY,2690.7625,128,344417.6
2017-07-20,40457,BUY,884.0125,448,396037.60000000003
2017-07-21,66273,SELL,126.38749999999997,936,118298.69999999998
2017-07-24,281,SELL,719.3875,136,97836.70000000001
2017-07-24,516,BUY,475.0246634,265,125881.535801
2017-07-24,2113,BUY,127.8040995,1192,152342.486604
2017-07-24,2732,BUY,331.03480199999996,170,56275.916339999996
2017-07-24,2780,BUY,84.56352449999999,1829,154666.68631049996
2017-07-24,21331,BUY,163.1134757,666,108633.57481620001
2017-07-24,27753,BUY,82.6233387,1902,157149.5902074
2017-07-24,28011,SELL,269.0,299,80431.0
2017-07-24,28075,BUY,497.5724299,248,123397.9626152
2017-07-24,34162,BUY,298.5830638,438,130779.3819444
2017-07-24,35607,BUY,85.11499849999998,2244,190998.05663399998
2017-07-24,43686,BUY,323.0885630000001,362,116958.05980600002
2017-07-24,66273,BUY,133.231105,1487,198114.653135
2017-07-25,1223,SELL,613.675,69,42343.575
2017-07-25,4580,SELL,529.0875,90,47617.875
2017-07-26,1054,SELL,106.42750000000001,777,82694.16750000001
2017-07-26,3173,SELL,7.55,14046,106047.3
2017-07-26,38925,SELL,2608.5249999999996,25,65213.12499999999
2017-07-27,55,BUY,805.5724999999999,82,66056.94499999999
2017-07-27,84,SELL,879.9124999999999,16,14078.599999999999
2017-07-27,190,BUY,179.92,16,2878.72
2017-07-27,538,SELL,3633.7425000000003,13,47238.652500000004
2017-07-27,3546,SELL,194.14250000000004,432,83869.56000000001
2017-07-27,6838,SELL,241.8,215,51987.0
2017-07-27,8029,SELL,573.3125,44,25225.75
2017-07-27,12061,BUY,72.275,1451,104871.02500000001
2017-07-27,15362,BUY,420.16,311,130669.76000000001
2017-07-27,28009,BUY,160.945,4,643.78
2017-07-27,38925,BUY,2613.925,1,2613.925
2017-07-27,40457,SELL,921.35,199,183348.65
2017-07-28,516,SELL,441.98,265,117124.70000000001
2017-07-28,1814,SELL,455.0875,93,42323.1375
2017-07-28,2004,SELL,57.87750000000001,1700,98391.75000000001
2017-07-28,2113,SELL,122.1875,1192,145647.5
2017-07-28,6838,SELL,234.95,263,61791.85
2017-07-28,27242,SELL,42.3375,1472,62320.799999999996
2017-07-31,161,BUY,672.5852105,123,82727.9808915
2017-07-31,298,BUY,89.4967101,837,74908.7463537
2017-07-31,1071,BUY,1382.3071814999998,68,93996.88834199999
2017-07-31,1223,BUY,620.0898991000003,154,95493.84446140003
2017-07-31,1474,BUY,448.24809400000004,152,68133.710288
2017-07-31,1814,BUY,461.48347,157,72452.90479
2017-07-31,3173,BUY,7.9337055,7825,62081.2455375
2017-07-31,8029,BUY,584.6752415000002,156,91209.33767400002
2017-07-31,14602,SELL,195.0,302,58890.0
2017-07-31,25830,BUY,7.670502000000001,11781,90366.18406200001
2017-07-31,26866,BUY,12.796703500000001,4196,53694.967886000006
2017-07-31,27242,BUY,41.937091,1808,75822.260528
2017-07-31,28229,BUY,108.2693864,900,97442.44776
2017-07-31,66273,SELL,125.24770026036272,386,48345.61230050001
2017-08-02,1250,SELL,2130.1375,26,55383.575
2017-08-03,55,SELL,802.8699999999999,217,174222.78999999998
2017-08-03,84,SELL,877.5125,150,131626.875
2017-08-03,190,SELL,176.69,676,119442.44
2017-08-03,538,SELL,3685.3875,61,224808.63749999998
2017-08-03,3546,SELL,198.0875,1416,280491.9
2017-08-03,4149,SELL,234.3775,398,93282.245
2017-08-03,4679,SELL,226.5875,418,94713.575
2017-08-03,6838,SELL,250.05,2173,543358.65
2017-08-03,8029,SELL,588.7,573,337325.10000000003
2017-08-03,12061,SELL,68.8125,28803,1982006.4375
2017-08-03,13023,SELL,449.37,229,102905.73
2017-08-03,15362,SELL,416.53999999999996,201,83724.54
2017-08-03,28009,SELL,157.1175,680,106839.90000000001
2017-08-03,34663,SELL,19.95,3233,64498.35
2017-08-03,38925,SELL,2620.4375,59,154605.8125
2017-08-03,40457,SELL,914.0375000000001,218,199260.17500000002
2017-08-03,40942,BUY,902.2375,2525,2278149.6875
2017-08-04,415,SELL,137.25,717,98408.25
2017-08-04,2334,SELL,93.86250000000001,793,74432.96250000001
2017-08-04,5498,SELL,1079.075,76,82009.7
2017-08-04,23296,SELL,284.40500000000003,291,82761.85500000001
2017-08-07,104,SELL,1774.3375,39,69199.1625
2017-08-07,265,BUY,524.6899105000001,136,71357.82782800001
2017-08-07,415,BUY,140.6885375,819,115223.9122125
2017-08-07,435,BUY,65.7206606,1433,94177.7066398
2017-08-07,444,SELL,119.405,687,82031.235
2017-08-07,1223,SELL,592.0575,154,91176.855
2017-08-07,1250,BUY,2213.2782315000004,22,48692.12109300001
2017-08-07,2297,BUY,103.86511450000002,829,86104.17992050001
2017-08-07,3029,BUY,141.352813,424,59933.592712
2017-08-07,13051,BUY,741.882932,85,63060.04922
2017-08-07,20287,SELL,142.175,807,114735.225
2017-08-07,23296,BUY,285.9568159,518,148125.6306362
2017-08-07,28003,BUY,699.820506,84,58784.922504
2017-08-07,34663,BUY,21.733089,2640,57375.35496
2017-08-07,65191,BUY,168.8137115,528,89133.639672
2017-08-09,161,SELL,642.3875,123,79013.6625
2017-08-09,298,SELL,81.8775,837,68531.4675
2017-08-09,1474,SELL,400.025,152,60803.799999999996
2017-08-09,2732,SELL,249.2625,170,42374.625
2017-08-09,3173,SELL,7.0249999999999995,7825,54970.62499999999
2017-08-10,55,BUY,778.6774999999999,498,387781.39499999996
2017-08-10,72,SELL,27.9125,3503,97777.4875
2017-08-10,84,BUY,887.0625,226,200476.125
2017-08-10,190,BUY,175.1025,1995,349329.4875
2017-08-10,538,BUY,3596.9449999999997,142,510766.18999999994
2017-08-10,1814,SELL,411.76250000000005,157,64646.71250000001
2017-08-10,3546,BUY,196.4125,1695,332919.1875
2017-08-10,6838,BUY,250.76249999999996,1222,306431.77499999997
2017-08-10,8029,BUY,583.3000000000001,956,557634.8
2017-08-10,13023,BUY,437.0025,914,399420.285
2017-08-10,15362,BUY,419.43,656,275146.08
2017-08-10,23296,BUY,277.435,8261,2291890.535
2017-08-10,28003,SELL,565.9125,84,47536.65
2017-08-10,28009,SELL,148.78,13920,2071017.6
2017-08-10,38925,BUY,2509.5375,209,524493.3375
2017-08-10,40457,SELL,962.7,2578,2481840.6
2017-08-10,40942,BUY,883.8875,496,438408.2
2017-08-11,412,SELL,1442.3875,51,73561.7625
2017-08-11,415,SELL,127.6625,819,104555.5875
2017-08-11,435,SELL,59.557500000000005,1433,85345.8975
2017-08-11,538,SELL,3490.385,13,45375.005000000005
2017-08-11,955,SELL,115.5375,1071,123740.66249999999
2017-08-11,1250,SELL,1709.75,22,37614.5
2017-08-11,2780,SELL,76.9125,1829,140672.9625
2017-08-11,3029,SELL,126.675,424,53710.2
2017-08-11,3722,SELL,165.2,485,80122.0
2017-08-11,3852,SELL,525.5649999999999,203,106689.69499999999
2017-08-11,4464,SELL,658.4875,80,52679.0
2017-08-11,6064,SELL,88.27250000000001,570,50315.325000000004
2017-08-11,8029,SELL,552.45,156,86182.20000000001
2017-08-11,15293,SELL,20.8625,3951,82427.7375
2017-08-11,23296,SELL,269.66249999999997,518,139685.175
2017-08-11,24610,SELL,78.5625,1423,111794.4375
2017-08-11,26780,SELL,180.595,436,78739.42
2017-08-11,27242,SELL,35.975,1808,65042.8
2017-08-11,27800,SELL,223.025,427,95231.675
2017-08-11,28075,SELL,501.61,248,124399.28
2017-08-11,34162,SELL,264.7675,438,115968.165
2017-08-11,34663,SELL,17.95,2640,47388.0
2017-08-11,35607,SELL,93.525,2244,209870.1
2017-08-11,66273,SELL,107.7875,1101,118674.03749999999
2017-08-14,2297,SELL,94.93750000000001,829,78703.18750000001
2017-08-14,13051,SELL,712.8375,85,60591.1875
2017-08-14,27273,SELL,285.9875,512,146425.6
2017-08-14,41147,SELL,157.76999999999998,535,84406.95
2017-08-18,55,SELL,751.1,220,165242.0
2017-08-18,84,SELL,899.8875000000002,399,359055.11250000005
2017-08-18,190,SELL,176.04250000000002,1145,201568.66250000003
2017-08-18,538,SELL,3691.285,174,642283.59
2017-08-18,3546,SELL,195.6825,1193,233449.2225
2017-08-18,6838,SELL,249.375,831,207230.625
2017-08-18,8029,SELL,579.4,1508,873735.2
2017-08-18,13023,SELL,456.755,954,435744.27
2017-08-18,15362,SELL,415.6975,474,197040.615
2017-08-18,23296,SELL,282.915,1042,294797.43
2017-08-18,38925,SELL,2593.2625,119,308598.2375
2017-08-18,40942,SELL,920.8125,323,297422.4375
2017-08-22,84,BUY,902.412,66,59559.192
2017-08-22,135,BUY,366.38679210000004,100,36638.67921
2017-08-22,190,BUY,173.00240719999996,277,47921.66679439999
2017-08-22,346,BUY,6041.021665,6,36246.12999
2017-08-22,415,BUY,134.008182,485,64993.96827
2017-08-22,435,BUY,61.49185770000001,1246,76618.85469420001
2017-08-22,470,BUY,1641.913567,40,65676.54268
2017-08-22,955,BUY,139.08424950000003,510,70932.967245
2017-08-22,1140,BUY,38.294855899999995,1400,53612.798259999996
2017-08-22,1250,BUY,1999.1183170000004,18,35984.12970600001
2017-08-22,1866,BUY,642.7003331000001,55,35348.51832050001
2017-08-22,2297,BUY,94.17671899999999,443,41720.28651699999
2017-08-22,2780,BUY,89.1758525,770,68665.40642500001
2017-08-22,3029,BUY,141.37788,382,54006.35016
2017-08-22,3852,BUY,647.0870581,121,78297.53403010001
2017-08-22,4464,BUY,653.571891,65,42482.172915
2017-08-22,5023,BUY,178.6149085,447,79840.8640995
2017-08-22,6064,BUY,92.16383889999999,686,63224.39348539999
2017-08-22,6838,BUY,257.8015615,249,64192.58881349999
2017-08-22,23296,BUY,278.5545308,293,81616.4775244
2017-08-22,23448,BUY,1233.7350725,86,106101.216235
2017-08-22,24610,BUY,85.177666,454,38670.660364
2017-08-22,26780,BUY,198.75624299999998,424,84272.647032
2017-08-22,27273,BUY,299.55065,289,86570.13785
2017-08-22,27800,BUY,221.49201200000002,348,77079.220176
2017-08-22,28011,BUY,289.8346808,291,84341.89211280001
2017-08-22,28075,BUY,525.1762103,95,49891.7399785
2017-08-22,33583,BUY,38.0943199,1470,55998.650253
2017-08-22,34162,BUY,375.4309657,172,64574.1261004
2017-08-22,35607,BUY,114.29298650000003,700,80005.09055000002
2017-08-22,36662,BUY,570.6627885,113,64484.895100500005
2017-08-22,41147,BUY,159.4185999,324,51651.6263676
2017-08-28,55,SELL,779.24,10,7792.4
2017-08-28,77,BUY,958.3375,3024,2898012.6
2017-08-28,84,BUY,904.3625000000001,314,283969.825
2017-08-28,538,BUY,3699.135,58,214549.83000000002
2017-08-28,3546,BUY,207.75750000000002,167,34695.5025
2017-08-28,3722,BUY,180.1975,13675,2464200.8125
2017-08-28,6838,BUY,257.775,609,156984.97499999998
2017-08-28,8029,BUY,600.1875,238,142844.625
2017-08-28,12295,SELL,131.84,1135,149638.4
2017-08-28,13023,BUY,461.4375,409,188727.9375
2017-08-28,15362,SELL,463.045,5157,2387923.065
2017-08-28,23296,BUY,290.25500000000005,465,134968.575
2017-08-28,26866,SELL,11.987499999999999,4196,50299.549999999996
2017-08-28,38925,BUY,2648.3875,93,246300.03749999998
2017-08-28,40942,SELL,1023.2125,123,125855.1375
2017-08-29,470,SELL,1556.3375,40,62253.5
2017-08-30,470,BUY,1596.7553665,56,89418.300524
2017-08-30,1814,BUY,502.818953,109,54807.265877000005
2017-08-30,2191,BUY,213.7663626,341,72894.3296466
2017-08-30,2467,BUY,45.82247600000001,1673,76661.00234800001
2017-08-30,4679,BUY,258.07729850000004,225,58067.39216250001
2017-08-30,12295,BUY,136.4772815,927,126514.4399505
2017-08-30,13023,BUY,460.4507096000001,147,67686.25431120001
2017-08-30,29335,BUY,49.38199,1395,68887.87605
2017-09-04,55,BUY,815.7674999999998,27,22025.722499999996
2017-09-04,77,BUY,968.3625,275,266299.6875
2017-09-04,84,SELL,1024.5625,3162,3239666.625
2017-09-04,190,SELL,186.06000000000003,121,22513.260000000002
2017-09-04,412,BUY,1447.29,1816,2628278.64
