Date,Ticker,Action,Price,Shares,Value
2011-08-26,20883,SELL,167.20999999999998,140,23409.399999999998
2011-08-26,21361,SELL,942.6500000000001,37,34878.05
2011-08-26,24057,SELL,300.4,21,6308.4
2011-08-26,27419,SELL,69.1525,137,9473.8925
2011-08-26,27655,SELL,16.2025,446,7226.3150000000005
2011-08-26,28293,BUY,359.2375,8,2873.9
2011-08-26,37500,SELL,8.9375,791,7069.5625
2011-08-30,21361,BUY,944.649895,11,10391.148845
2011-09-06,20,BUY,73.4075,347,25472.4025
2011-09-06,37,BUY,298.8425,58,17332.864999999998
2011-09-06,60,BUY,355.6725,66,23474.385000000002
2011-09-06,103,BUY,149.1125,81,12078.112500000001
2011-09-06,175,BUY,223.10500000000005,93,20748.765000000003
2011-09-06,446,BUY,239.46749999999997,77,18438.997499999998
2011-09-06,541,BUY,212.0625,112,23751.0
2011-09-06,1016,BUY,217.825,39,8495.175
2011-09-06,2096,BUY,4546.0875,4,18184.35
2011-09-06,3196,BUY,36.4425,599,21829.057500000003
2011-09-06,3546,BUY,8.26,3031,25036.059999999998
2011-09-06,3608,BUY,36.41,492,17913.719999999998
2011-09-06,3897,BUY,416.1625,75,31212.1875
2011-09-06,4301,SELL,253.25750000000002,45,11396.587500000001
2011-09-06,12521,BUY,2572.5625,7,18007.9375
2011-09-06,13240,SELL,8.5575,23077,197481.4275
2011-09-06,20703,BUY,44.72,240,10732.8
2011-09-06,20883,SELL,164.9325,1153,190167.17250000002
2011-09-06,21361,BUY,978.075,228,223001.1
2011-09-06,24057,BUY,321.79999999999995,30,9653.999999999998
2011-09-06,27419,SELL,69.43,2779,192945.97000000003
2011-09-06,27655,BUY,16.9125,671,11348.2875
2011-09-06,28293,BUY,360.7075,98,35349.335
2011-09-06,37500,BUY,9.135000000000002,1428,13044.780000000002
2011-09-13,20,SELL,72.3675,194,14039.295000000002
2011-09-13,37,SELL,297.085,34,10100.89
2011-09-13,60,SELL,337.04,118,39770.72
2011-09-13,103,SELL,151.10000000000002,102,15412.200000000003
2011-09-13,175,SELL,214.6025,23,4935.8575
2011-09-13,446,SELL,252.24749999999997,98,24720.254999999997
2011-09-13,541,SELL,212.8625,72,15326.1
2011-09-13,1016,SELL,216.3625,47,10169.0375
2011-09-13,3196,SELL,37.707499999999996,519,19570.192499999997
2011-09-13,3546,SELL,8.2575,1376,11362.32
2011-09-13,3608,SELL,36.115,292,10545.58
2011-09-13,3897,SELL,423.3625,17,7197.1625
2011-09-13,4301,BUY,238.295,3,714.885
2011-09-13,12521,SELL,2674.975,6,16049.849999999999
2011-09-13,20703,SELL,43.542500000000004,11,478.96750000000003
2011-09-13,21361,SELL,972.2125,11,10694.3375
2011-09-13,24057,SELL,339.625,70,23773.75
2011-09-13,25386,BUY,150.7075,1461,220183.6575
2011-09-13,27655,SELL,16.595,360,5974.2
2011-09-13,28293,SELL,356.14,20,7122.799999999999
2011-09-13,37500,SELL,8.99,1392,12514.08
2011-09-15,598,BUY,121.78049939999998,163,19850.221402199997
2011-09-15,12521,BUY,2684.8762359999996,7,18794.133651999997
2011-09-15,20703,SELL,42.65249999999999,202,8615.804999999998
2011-09-20,20,SELL,73.495,69,5071.155000000001
2011-09-20,37,SELL,308.5025,21,6478.5525
2011-09-20,60,BUY,341.5875,4,1366.35
2011-09-20,103,SELL,153.6575,16,2458.52
2011-09-20,175,BUY,212.19750000000002,22,4668.345
2011-09-20,446,BUY,253.65500000000003,7,1775.5850000000003
2011-09-20,541,BUY,204.775,49,10033.975
2011-09-20,1016,SELL,225.35,16,3605.6
2011-09-20,3196,SELL,38.265,6,229.59
2011-09-20,3546,BUY,8.264999999999999,180,1487.6999999999998
2011-09-20,3608,BUY,36.7825,101,3715.0325
2011-09-20,3897,SELL,434.75,6,2608.5
2011-09-20,4301,BUY,233.805,20,4676.1
2011-09-20,12521,BUY,2629.85,1,2629.85
2011-09-20,20703,BUY,43.5125,64,2784.8
2011-09-20,21361,BUY,968.2125,3,2904.6375
2011-09-20,24057,SELL,353.6125,9,3182.5125000000003
2011-09-20,25386,SELL,151.925,17,2582.7250000000004
2011-09-20,27655,SELL,16.805,144,2419.92
2011-09-20,28293,BUY,358.295,7,2508.065
2011-09-20,37500,BUY,9.05,223,2018.15
2011-09-22,60,BUY,342.8037585000001,78,26738.693163000004
2011-09-22,446,BUY,247.2934751,107,26460.4018357
2011-09-22,657,BUY,238.57517249999998,110,26243.268975
2011-09-22,866,BUY,588.949165,48,28269.55992
2011-09-22,1128,BUY,62.45443050000001,491,30665.125375500003
2011-09-22,1129,BUY,58.007544700000004,544,31556.104316800003
2011-09-22,4177,BUY,1661.365559,16,26581.848944
2011-09-22,24057,BUY,361.26560399999994,81,29262.513923999995
2011-09-22,24585,BUY,72.9349432,359,26183.644608800005
2011-09-22,27266,BUY,169.3902525,168,28457.562420000002
2011-09-23,20,SELL,57.83,124,7170.92
2011-09-27,37,BUY,313.84499999999997,19,5963.054999999999
2011-09-27,60,SELL,325.10999999999996,12,3901.3199999999997
2011-09-27,103,BUY,147.2025,94,13837.034999999998
2011-09-27,175,BUY,211.31000000000003,41,8663.710000000001
2011-09-27,446,SELL,243.56499999999997,48,11691.119999999999
2011-09-27,541,BUY,190.0375,102,19383.825
2011-09-27,1016,BUY,211.6625,80,16933.0
2011-09-27,2096,BUY,4222.825,2,8445.65
2011-09-27,3196,BUY,39.2325,20,784.6500000000001
2011-09-27,3546,BUY,7.7675,2475,19224.5625
2011-09-27,3608,BUY,36.8125,437,16087.0625
2011-09-27,3897,BUY,440.2875,17,7484.887500000001
2011-09-27,4301,BUY,218.57750000000001,81,17704.7775
2011-09-27,12521,BUY,2636.7625,2,5273.525
2011-09-27,20703,BUY,42.052499999999995,292,12279.329999999998
2011-09-27,21361,BUY,960.4124999999998,17,16327.012499999997
2011-09-27,24057,BUY,353.9375,13,4601.1875
2011-09-27,25386,BUY,152.33499999999998,44,6702.739999999999
2011-09-27,27655,SELL,17.2225,1708,29416.03
2011-09-27,28293,BUY,355.4875,32,11375.6
2011-09-27,37500,BUY,9.302499999999998,194,1804.6849999999997
2011-09-29,12521,SELL,2568.1125,7,17976.787500000002
2011-09-30,3897,SELL,428.5375,61,26140.787500000002
2011-09-30,4177,SELL,1621.1625,16,25938.6
2011-10-03,598,SELL,116.22,163,18943.86
2011-10-04,37,SELL,305.78249999999997,24,7338.779999999999
2011-10-04,60,SELL,317.99,21,6677.79
2011-10-04,103,SELL,141.65,27,3824.55
2011-10-04,175,BUY,209.57999999999998,18,3772.4399999999996
2011-10-04,446,SELL,232.5725,27,6279.4574999999995
2011-10-04,541,SELL,186.2875,49,9128.0875
2011-10-04,1016,SELL,201.29999999999998,14,2818.2
2011-10-04,1129,BUY,54.53750000000001,3193,174138.23750000002
2011-10-04,3196,SELL,38.91,245,9532.949999999999
2011-10-04,3546,SELL,7.655,1268,9706.54
2011-10-04,3608,SELL,35.4125,27,956.1375
2011-10-04,3897,SELL,429.0249999999999,6,2574.1499999999996
2011-10-04,4301,SELL,213.96249999999998,30,6418.874999999999
2011-10-04,20703,SELL,43.0575,504,21700.98
2011-10-04,21361,SELL,950.7249999999999,9,8556.525
2011-10-04,24057,SELL,346.8375,28,9711.449999999999
2011-10-04,25386,SELL,152.4925,93,14181.8025
2011-10-04,27655,SELL,17.0575,537,9159.8775
2011-10-04,28293,SELL,361.0525,59,21302.0975
2011-10-04,37500,SELL,10.620000000000001,4040,42904.8
2011-10-05,657,SELL,208.03750000000002,110,22884.125000000004
2011-10-05,27266,SELL,155.315,168,26092.92
2011-10-07,1128,SELL,58.14500000000001,491,28549.195000000003
2011-10-07,3897,BUY,419.8597165,27,11336.2123455
2011-10-07,5324,BUY,181.058941,64,11587.772224
2011-10-12,37,BUY,302.60249999999996,3,907.8074999999999
2011-10-12,60,SELL,334.3025,49,16380.8225
2011-10-12,103,SELL,152.3875,108,16457.85
2011-10-12,175,SELL,210.215,15,3153.225
2011-10-12,446,SELL,235.6925,32,7542.16
2011-10-12,541,SELL,185.525,6,1113.15
2011-10-12,1016,SELL,216.75,88,19074.0
2011-10-12,1129,SELL,58.519999999999996,341,19955.32
2011-10-12,2096,SELL,4286.45,3,12859.349999999999
2011-10-12,2642,BUY,26.8725,7399,198829.6275
2011-10-12,3196,SELL,39.67499999999999,106,4205.549999999999
2011-10-12,3546,BUY,7.8374999999999995,349,2735.2875
2011-10-12,3608,BUY,35.065,34,1192.21
2011-10-12,3897,SELL,420.3625,39,16394.1375
2011-10-12,4301,SELL,235.755,108,25461.54
2011-10-12,12521,SELL,2517.475,2,5034.95
2011-10-12,20703,BUY,42.75749999999999,69,2950.2674999999995
2011-10-12,21361,SELL,960.7375,1,960.7375
2011-10-12,24057,SELL,383.575,59,22630.925
2011-10-12,25386,SELL,157.765,71,11201.314999999999
2011-10-12,27655,SELL,17.287499999999998,273,4719.487499999999
2011-10-12,28293,SELL,366.22749999999996,9,3296.0474999999997
2011-10-12,37500,SELL,10.2725,3327,34176.607500000006
2011-10-14,29,BUY,36.422351,621,22618.279971
2011-10-14,103,BUY,154.58818900000003,136,21023.993704000004
2011-10-14,151,BUY,164.67765649999998,127,20914.062375499998
2011-10-14,226,BUY,89.59948480000001,240,21503.876352000003
2011-10-14,526,BUY,381.36933799999997,59,22500.790942
2011-10-14,1129,BUY,58.9525706,366,21576.6408396
2011-10-14,3852,BUY,5.665142,2970,16825.47174
2011-10-14,20703,BUY,41.2953758,515,21267.118537000002
2011-10-14,21361,BUY,907.3125985000001,29,26312.065356500003
2011-10-14,25386,BUY,158.03490150000002,161,25443.619141500003
2011-10-19,37,BUY,302.35249999999996,23,6954.107499999999
2011-10-19,60,SELL,344.27000000000004,22,7573.9400000000005
2011-10-19,103,SELL,155.51250000000002,39,6064.987500000001
2011-10-19,175,BUY,206.1175,33,6801.8775000000005
2011-10-19,446,SELL,250.45749999999998,44,11020.13
2011-10-19,541,SELL,196.8875,44,8663.05
2011-10-19,1016,SELL,222.625,32,7124.0
2011-10-19,1129,SELL,59.0075,6,354.045
2011-10-19,2096,SELL,4348.75,1,4348.75
2011-10-19,2642,SELL,26.89,337,9061.93
2011-10-19,3196,BUY,39.7525,36,1431.09
2011-10-19,3546,BUY,7.6975,472,3633.22
2011-10-19,3608,BUY,36.265,29,1051.685
2011-10-19,3897,BUY,414.1125,12,4969.35
2011-10-19,4301,BUY,233.0625,10,2330.625
2011-10-19,20703,BUY,39.730000000000004,210,8343.300000000001
2011-10-19,21361,BUY,951.5749999999999,3,2854.725
2011-10-19,24057,BUY,362.5874999999999,24,8702.099999999999
2011-10-19,25386,SELL,158.26250000000002,16,2532.2000000000003
2011-10-19,27655,SELL,17.85,323,5765.55
2011-10-19,28293,SELL,371.3325,16,5941.32
2011-10-19,37500,SELL,10.6075,816,8655.72
2011-10-20,866,SELL,581.175,48,27896.399999999998
2011-10-21,869,BUY,2291.0987330000003,13,29784.283529000004
2011-10-21,3897,SELL,409.4875,27,11056.1625
2011-10-21,37832,BUY,271.9142825,91,24744.1997075
2011-10-26,37,SELL,300.90749999999997,55,16549.9125
2011-10-26,60,SELL,351.03999999999996,71,24923.839999999997
2011-10-26,103,SELL,157.05,146,22929.300000000003
2011-10-26,151,BUY,165.8975,1078,178837.505
2011-10-26,175,SELL,215.635,157,33854.695
2011-10-26,446,SELL,261.3725,112,29273.72
2011-10-26,526,SELL,377.7625,59,22287.9875
2011-10-26,541,SELL,191.72500000000002,104,19939.4
2011-10-26,598,BUY,119.15499999999999,1344,160144.31999999998
2011-10-26,1016,SELL,220.725,90,19865.25
2011-10-26,1129,SELL,58.4825,354,20702.805
2011-10-26,2096,SELL,4264.15,2,8528.3
2011-10-26,2642,SELL,27.2325,883,24046.2975
2011-10-26,2650,BUY,120.9075,1325,160202.4375
2011-10-26,3196,SELL,38.5875,398,15357.824999999999
2011-10-26,3546,SELL,7.787499999999999,3342,26025.824999999997
2011-10-26,3608,SELL,32.595,787,25652.265
2011-10-26,3897,SELL,411.425,50,20571.25
2011-10-26,4301,SELL,228.2025,67,15289.5675
2011-10-26,12521,SELL,2482.975,6,14897.849999999999
2011-10-26,20703,SELL,40.2725,577,23237.232500000002
2011-10-26,21361,SELL,956.45,5,4782.25
2011-10-26,24057,SELL,376.61249999999995,74,27869.324999999997
2011-10-26,25386,SELL,163.7625,185,30296.062499999996
2011-10-26,27655,SELL,18.075000000000003,1182,21364.650000000005
2011-10-26,28293,SELL,368.515,62,22847.93
2011-10-26,37500,SELL,10.835,2149,23284.415
2011-10-31,60,BUY,359.75907730000006,84,30219.762493200004
2011-11-01,24057,SELL,350.42499999999995,81,28384.424999999996
2011-11-01,37832,SELL,254.75,91,23182.25
2011-11-03,37,SELL,302.605,29,8775.545
2011-11-03,60,SELL,360.09749999999997,22,7922.1449999999995
2011-11-03,103,SELL,156.1375,31,4840.2625
2011-11-03,151,SELL,170.7625,62,10587.275
2011-11-03,175,SELL,220.45000000000002,54,11904.300000000001
2011-11-03,446,SELL,260.7325,13,3389.5225
2011-11-03,541,SELL,192.325,37,7116.025
2011-11-03,598,BUY,114.5,18,2061.0
2011-11-03,1016,SELL,215.1,8,1720.8
2011-11-03,1129,SELL,58.732499999999995,112,6578.039999999999
2011-11-03,2096,SELL,4434.7375,3,13304.212500000001
2011-11-03,2642,SELL,27.3925,277,7587.7225
2011-11-03,2650,BUY,116.1475,11,1277.6225
2011-11-03,3196,SELL,39.58,256,10132.48
2011-11-03,3546,SELL,7.6899999999999995,527,4052.6299999999997
2011-11-03,3608,SELL,31.927499999999995,264,8428.859999999999
2011-11-03,3897,SELL,406.575,15,6098.625
2011-11-03,4301,BUY,219.65750000000003,4,878.6300000000001
2011-11-03,5056,BUY,21.5025,6605,142024.0125
2011-11-03,12521,SELL,2596.9375,5,12984.6875
2011-11-03,20703,SELL,42.1525,335,14121.087500000001
2011-11-03,21361,SELL,950.8874999999999,7,6656.2125
2011-11-03,24057,BUY,352.1499999999999,6,2112.8999999999996
2011-11-03,25386,BUY,162.8725,116,18893.21
2011-11-03,27655,BUY,16.955000000000002,202,3424.9100000000003
2011-11-03,28293,SELL,373.39500000000004,24,8961.480000000001
2011-11-03,37500,SELL,11.71,1593,18654.030000000002
2011-11-08,12521,BUY,2643.2399490000003,14,37005.359286000006
2011-11-08,28069,BUY,1462.1706435,25,36554.2660875
2011-11-11,3852,SELL,8.6125,2970,25579.125000000004
2011-11-14,37,SELL,304.665,3,913.9950000000001
2011-11-14,60,BUY,344.595,23,7925.685
2011-11-14,103,SELL,169.10000000000002,39,6594.900000000001
2011-11-14,175,SELL,221.5575,13,2880.2475
2011-11-14,446,BUY,249.42750000000004,37,9228.817500000001
2011-11-14,541,BUY,190.025,18,3420.4500000000003
2011-11-14,598,BUY,109.72749999999998,94,10314.384999999998
2011-11-14,1016,BUY,213.3125,10,2133.125
2011-11-14,1129,SELL,55.37750000000001,147,8140.492500000002
2011-11-14,2096,BUY,4213.9125,1,4213.9125
2011-11-14,2642,SELL,30.6825,711,21815.2575
2011-11-14,2650,BUY,105.3,136,14320.8
2011-11-14,3196,BUY,39.75749999999999,195,7752.712499999999
2011-11-14,3546,BUY,7.69,1722,13242.18
2011-11-14,3608,BUY,29.17,390,11376.300000000001
2011-11-14,3897,BUY,398.9624999999999,6,2393.7749999999996
2011-11-14,4301,BUY,219.25500000000002,25,5481.375000000001
2011-11-14,5056,BUY,16.692500000000003,1904,31782.520000000004
2011-11-14,12521,BUY,2631.675,6,15790.050000000001
2011-11-14,20703,SELL,42.98749999999999,48,2063.3999999999996
2011-11-14,21361,BUY,950.6,16,15209.6
2011-11-14,24057,BUY,354.01250000000005,6,2124.0750000000003
2011-11-14,25386,BUY,163.76,23,3766.4799999999996
2011-11-14,27655,SELL,16.755000000000003,8526,142853.13000000003
2011-11-14,28293,SELL,386.22,18,6951.960000000001
2011-11-14,37500,BUY,11.607499999999998,153,1775.9474999999998
2011-11-15,29,SELL,32.75,621,20337.75
2011-11-15,60,SELL,330.9475,84,27799.59
2011-11-15,151,SELL,167.595,127,21284.565
2011-11-15,869,SELL,2231.375,13,29007.875
2011-11-15,5324,SELL,169.95,64,10876.8
2011-11-15,28069,SELL,1340.6875,25,33517.1875
2011-11-16,21361,SELL,947.5,29,27477.5
2011-11-16,25386,SELL,155.0325,161,24960.2325
2011-11-17,12521,SELL,2537.2,14,35520.799999999996
2011-11-18,20703,SELL,38.52250000000001,515,19839.087500000005
2011-11-18,24585,SELL,70.25750000000001,359,25222.4425
2011-11-21,37,BUY,285.9775,42,12011.055
2011-11-21,60,BUY,314.1075,52,16333.59
2011-11-21,103,BUY,158.975,86,13671.85
2011-11-21,151,BUY,163.51999999999998,47,7685.439999999999
2011-11-21,175,BUY,219.70749999999998,17,3735.0274999999997
2011-11-21,226,BUY,93.44000000000001,1779,166229.76
2011-11-21,446,BUY,241.53,26,6279.78
2011-11-21,541,BUY,179.0375,91,16292.4125
2011-11-21,598,BUY,102.68249999999999,104,10678.98
2011-11-21,1016,BUY,199.97499999999997,52,10398.699999999999
2011-11-21,1129,BUY,47.1575,461,21739.6075
2011-11-21,2096,BUY,4077.8125,2,8155.625
2011-11-21,2642,BUY,26.745,635,16983.075
2011-11-21,2650,BUY,98.62999999999998,120,11835.599999999999
2011-11-21,3196,BUY,37.0075,325,12027.4375
2011-11-21,3546,SELL,7.2025,25260,181935.15
2011-11-21,3608,SELL,27.5375,6045,166464.1875
2011-11-21,3897,BUY,391.9375,1,391.9375
2011-11-21,4301,BUY,214.325,20,4286.5
2011-11-21,5056,BUY,14.385,1295,18628.575
2011-11-21,12521,BUY,2506.425,7,17544.975000000002
2011-11-21,20703,BUY,38.695,352,13620.64
2011-11-21,21361,SELL,948.8,1,948.8
2011-11-21,24057,BUY,335.15,33,11059.949999999999
2011-11-21,25386,BUY,149.2875,52,7762.95
2011-11-21,28293,BUY,363.685,38,13820.03
2011-11-21,37500,BUY,11.447500000000002,263,3010.6925000000006
2011-11-22,226,SELL,93.00499999999998,240,22321.199999999997
2011-11-23,103,SELL,153.7625,136,20911.699999999997
2011-11-23,151,BUY,161.88017929999998,46,7446.488247799999
2011-11-23,12521,BUY,2535.7651865000003,3,7607.2955595
2011-11-23,21361,BUY,947.006193,9,8523.055737
2011-11-23,23040,BUY,57.481137700000005,126,7242.6233502000005
2011-11-23,37500,BUY,11.533326699999998,663,7646.595602099999
2011-11-28,37,BUY,275.78000000000003,51,14064.78
2011-11-28,60,SELL,321.3125,12,3855.75
2011-11-28,103,BUY,151.0375,34,5135.275
2011-11-28,151,BUY,161.87,4,647.48
2011-11-28,175,BUY,211.5725,19,4019.8774999999996
2011-11-28,226,BUY,89.735,51,4576.485
2011-11-28,446,BUY,235.33000000000004,27,6353.910000000001
2011-11-28,541,BUY,176.8125,20,3536.25
2011-11-28,598,SELL,104.9,46,4825.400000000001
2011-11-28,1016,BUY,191.8375,21,4028.5875
2011-11-28,1129,SELL,47.552499999999995,159,7560.847499999999
2011-11-28,2096,BUY,3845.65,4,15382.6
2011-11-28,2642,SELL,26.655,5,133.275
2011-11-28,3196,BUY,36.1325,109,3938.4425
2011-11-28,3897,SELL,403.375,21,8470.875
2011-11-28,4301,SELL,220.89,21,4638.69
2011-11-28,20703,SELL,40.1425,252,10115.91
2011-11-28,21361,SELL,943.6625,11,10380.2875
2011-11-28,24057,SELL,338.45000000000005,5,1692.2500000000002
2011-11-28,25386,SELL,146.955,27,3967.7850000000003
2011-11-28,27266,BUY,153.41,1086,166603.26
2011-11-28,28293,BUY,355.865,18,6405.57
2011-11-28,37500,SELL,11.379999999999999,15,170.7
2011-11-29,21361,SELL,927.7750000000001,9,8349.975
2011-11-30,21361,BUY,932.943606,15,13994.15409
2011-12-05,37,SELL,273.72,21,5748.120000000001
2011-12-05,60,SELL,318.48249999999996,30,9554.474999999999
2011-12-05,103,SELL,152.3625,79,12036.6375
2011-12-05,151,SELL,158.235,46,7278.81
2011-12-05,175,SELL,211.58749999999998,47,9944.6125
2011-12-05,226,SELL,91.2675,136,12412.38
2011-12-05,446,SELL,233.875,46,10758.25
2011-12-05,541,SELL,178.5375,69,12319.0875
2011-12-05,598,SELL,106.24749999999997,93,9881.017499999998
2011-12-05,1016,SELL,189.02500000000006,44,8317.100000000002
2011-12-05,1129,SELL,51.332499999999996,478,24536.934999999998
2011-12-05,2642,SELL,26.654999999999994,364,9702.419999999998
2011-12-05,2650,SELL,106.05499999999999,210,22271.55
2011-12-05,3196,SELL,37.05,259,9595.949999999999
2011-12-05,3897,SELL,402.97499999999997,30,12089.249999999998
2011-12-05,4301,SELL,229.04749999999999,57,13055.707499999999
2011-12-05,12521,SELL,2536.0249999999996,4,10144.099999999999
2011-12-05,20703,SELL,40.260000000000005,228,9179.28
2011-12-05,21361,SELL,948.8250000000002,9,8539.425000000001
2011-12-05,24057,SELL,339.4375,29,9843.6875
2011-12-05,25386,SELL,151.36,121,18314.56
2011-12-05,27266,BUY,144.135,8,1153.08
2011-12-05,28293,SELL,370.0525,50,18502.625
2011-12-05,37500,SELL,11.424999999999999,827,9448.474999999999
2011-12-05,38564,BUY,4.395,28774,126461.72999999998
2011-12-05,40647,BUY,181.0,721,130501.0
2011-12-09,23040,SELL,51.9,126,6539.4
2011-12-12,151,SELL,153.1625,46,7045.474999999999
2011-12-13,37,SELL,261.7775,687,179841.1425
2011-12-13,60,BUY,285.32,57,16263.24
2011-12-13,103,BUY,140.625,82,11531.25
2011-12-13,151,BUY,152.05,120,18246.0
2011-12-13,175,BUY,208.3675,38,7917.965
2011-12-13,226,BUY,80.39,243,19534.77
2011-12-13,446,BUY,222.46499999999997,32,7118.879999999999
2011-12-13,541,BUY,172.6375,72,12429.9
2011-12-13,598,BUY,103.8675,31,3219.8925000000004
2011-12-13,1016,BUY,175.71249999999998,73,12827.012499999999
2011-12-13,1129,BUY,50.375,106,5339.75
2011-12-13,2096,SELL,3638.2375,45,163720.6875
2011-12-13,2642,BUY,26.41,65,1716.65
2011-12-13,2650,SELL,105.3975,1382,145659.345
2011-12-13,3196,BUY,35.1325,310,10891.075
2011-12-13,3897,BUY,398.75,8,3190.0
2011-12-13,4177,BUY,1469.525,129,189568.725
2011-12-13,4301,BUY,223.61,25,5590.25
2011-12-13,12521,SELL,2626.1625,1,2626.1625
2011-12-13,13504,BUY,28.137500000000006,5725,161087.18750000003
2011-12-13,20703,BUY,35.9825,447,16084.177500000002
2011-12-13,24057,BUY,334.375,16,5350.0
2011-12-13,25386,BUY,153.19,2,306.38
2011-12-13,27266,BUY,135.91,129,17532.39
2011-12-13,28293,SELL,369.9375,11,4069.3125
2011-12-13,37500,BUY,11.2,471,5275.2
2011-12-13,38564,SELL,5.12,3322,17008.64
2011-12-13,40647,BUY,164.55,84,13822.2
2011-12-14,37500,SELL,11.1725,663,7407.367499999999
2011-12-15,869,BUY,2213.3784995,5,11066.8924975
2011-12-15,3897,BUY,398.264496,26,10354.876896
2011-12-15,37500,BUY,11.184895400000002,959,10726.314688600001
2011-12-19,12521,SELL,2451.8625,3,7355.587500000001
2011-12-20,60,SELL,259.575,7,1817.0249999999999
2011-12-20,103,SELL,141.275,71,10030.525
2011-12-20,151,BUY,140.32,22,3087.04
2011-12-20,175,SELL,206.44,33,6812.5199999999995
2011-12-20,226,BUY,70.14,152,10661.28
2011-12-20,446,BUY,204.65750000000003,16,3274.5200000000004
2011-12-20,541,SELL,167.4625,34,5693.725
2011-12-20,598,BUY,95.35000000000001,109,10393.150000000001
2011-12-20,869,BUY,2194.8,78,171194.40000000002
2011-12-20,1016,SELL,159.02499999999998,822,130718.54999999999
2011-12-20,1129,SELL,48.4125,22,1065.075
2011-12-20,2642,SELL,26.380000000000003,177,4669.26
2011-12-20,3196,BUY,32.0025,97,3104.2425
2011-12-20,3897,SELL,402.13749999999993,26,10455.574999999999
2011-12-20,4177,SELL,1449.0125,8,11592.1
2011-12-20,4301,SELL,216.93500000000003,2,433.87000000000006
2011-12-20,12521,BUY,2366.45,2,4732.9
2011-12-20,13504,SELL,26.527499999999996,37,981.5174999999998
2011-12-20,20703,SELL,36.059999999999995,254,9159.239999999998
2011-12-20,21361,SELL,964.0374999999999,13,12532.4875
2011-12-20,24057,SELL,322.5625,6,1935.375
2011-12-20,25386,SELL,148.7625,15,2231.4375
2011-12-20,27266,SELL,128.8775,13,1675.4075
2011-12-20,37500,SELL,10.17,391,3976.4700000000003
2011-12-20,38564,BUY,4.1049999999999995,4761,19543.905
2011-12-20,40647,BUY,146.2375,59,8628.0125
2011-12-22,255,BUY,399.73592890000003,10,3997.3592890000004
2011-12-22,25386,BUY,152.56277540000002,25,3814.0693850000002
2011-12-27,60,SELL,275.0025,30,8250.075
2011-12-27,103,SELL,143.975,6,863.8499999999999
2011-12-27,151,SELL,149.05249999999998,32,4769.679999999999
2011-12-27,175,SELL,209.41250000000002,37,7748.262500000001
2011-12-27,226,SELL,71.625,28,2005.5
2011-12-27,446,BUY,200.6975,12,2408.37
2011-12-27,541,BUY,165.4,37,6119.8
2011-12-27,598,SELL,98.67249999999999,63,6216.367499999999
2011-12-27,866,BUY,589.0999999999999,273,160824.3
2011-12-27,869,BUY,2220.65,3,6661.950000000001
2011-12-27,1129,SELL,51.3575,154,7909.055
2011-12-27,2642,BUY,26.36,68,1792.48
2011-12-27,3196,BUY,31.8825,180,5738.85
2011-12-27,4177,SELL,1500.3374999999999,5,7501.687499999999
2011-12-27,4301,BUY,207.6,37,7681.2
2011-12-27,13504,SELL,27.49,172,4728.28
2011-12-27,20703,SELL,37.925,190,7205.749999999999
2011-12-27,21361,SELL,985.5,11,10840.5
2011-12-27,24057,BUY,310.4375,26,8071.375
2011-12-27,25386,SELL,152.0275,6,912.165
2011-12-27,27266,BUY,125.44999999999997,7,878.1499999999999
2011-12-27,28293,SELL,350.29499999999996,11,3853.2449999999994
2011-12-27,38564,BUY,4.1175,251,1033.4924999999998
2011-12-27,40647,SELL,169.25,91,15401.75
2012-01-03,60,BUY,270.3075,13,3513.9975
2012-01-03,103,BUY,135.5,67,9078.5
2012-01-03,151,SELL,153.4875,29,4451.137500000001
2012-01-03,175,BUY,203.97500000000002,11,2243.7250000000004
2012-01-03,226,BUY,66.5075,170,11306.275
2012-01-03,255,BUY,400.8825,386,154740.645
2012-01-03,446,SELL,209.67999999999998,21,4403.28
2012-01-03,541,SELL,177.3875,83,14723.162499999999
2012-01-03,598,BUY,98.3425,31,3048.6175
2012-01-03,866,BUY,587.5125,2,1175.025
2012-01-03,869,BUY,2198.05,1,2198.05
2012-01-03,1129,BUY,48.995000000000005,172,8427.140000000001
2012-01-03,2642,SELL,27.6925,288,7975.44
2012-01-03,3196,SELL,32.9,155,5099.5
2012-01-03,3897,SELL,421.1375,16,6738.2
2012-01-03,4177,SELL,1600.9499999999998,9,14408.55
2012-01-03,4301,SELL,210.24750000000003,3,630.7425000000001
2012-01-03,12521,BUY,2429.5625,1,2429.5625
2012-01-03,13504,BUY,27.1625,104,2824.9
2012-01-03,20703,BUY,37.8175,30,1134.525
2012-01-03,21361,SELL,985.7125000000001,2,1971.4250000000002
2012-01-03,24057,BUY,307.325,9,2765.9249999999997
2012-01-03,25386,SELL,154.4,22,3396.8
2012-01-03,27266,SELL,139.1025,144,20030.76
2012-01-03,28293,BUY,353.9575,2,707.915
2012-01-03,38564,BUY,3.75,3316,12435.0
2012-01-03,40647,SELL,169.78750000000002,773,131245.73750000002
2012-01-05,4177,BUY,1597.5324434999998,7,11182.727104499998
2012-01-09,60,BUY,277.85,9,2500.65
2012-01-09,103,SELL,147.7,57,8418.9
2012-01-09,151,BUY,148.4425,63,9351.8775
2012-01-09,175,BUY,206.01749999999998,17,3502.2974999999997
2012-01-09,226,SELL,71.49249999999999,102,7292.235
